class	time_point	hc	class2	final_class
ENSG00000157510	variable	variable	cluster_3	bending	bending
ENSG00000157538	upregulation	NA	NA	NA	upregulation
ENSG00000157540	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000157554	downregulation	NA	NA	NA	downregulation
ENSG00000157593	variable	variable	cluster_2	upregulation	upregulation
ENSG00000157600	variable	variable	cluster_2	upregulation	upregulation
ENSG00000157601	bending	H009	NA	NA	bending
ENSG00000157617	variable	variable	cluster_3	bending	bending
ENSG00000157637	variable	variable	cluster_2	upregulation	upregulation
ENSG00000157657	downregulation	NA	NA	NA	downregulation
ENSG00000157693	variable	variable	cluster_1	downregulation	downregulation
ENSG00000157734	downregulation	NA	NA	NA	downregulation
ENSG00000157796	high_expression	flat	cluster_3	bending	bending
ENSG00000157800	peaking	H036	NA	NA	peaking
ENSG00000157823	variable	variable	cluster_3	bending	bending
ENSG00000157837	high_expression	flat	cluster_3	bending	bending
ENSG00000157869	moderate_expression	flat	cluster_1	downregulation	downregulation
ENSG00000157870	bending	H006	NA	NA	bending
ENSG00000157873	upregulation	NA	NA	NA	upregulation
ENSG00000157895	variable	variable	cluster_1	downregulation	downregulation
ENSG00000157916	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000157927	downregulation	NA	NA	NA	downregulation
ENSG00000157933	variable	variable	cluster_2	upregulation	upregulation
ENSG00000157954	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000157978	downregulation	NA	NA	NA	downregulation
ENSG00000157985	downregulation	NA	NA	NA	downregulation
ENSG00000158006	variable	variable	cluster_3	bending	bending
ENSG00000158023	variable	variable	cluster_1	downregulation	downregulation
ENSG00000158042	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000158050	variable	variable	cluster_3	bending	bending
ENSG00000158062	variable	variable	cluster_2	upregulation	upregulation
ENSG00000158079	moderate_expression	flat	cluster_3	bending	bending
ENSG00000158089	variable	variable	cluster_1	downregulation	downregulation
ENSG00000158092	high_expression	flat	cluster_3	bending	bending
ENSG00000158106	variable	variable	cluster_1	downregulation	downregulation
ENSG00000158109	upregulation	NA	NA	NA	upregulation
ENSG00000158122	moderate_expression	flat	cluster_3	bending	bending
ENSG00000158156	variable	variable	cluster_2	upregulation	upregulation
ENSG00000158158	variable	variable	cluster_3	bending	bending
ENSG00000158164	downregulation	NA	NA	NA	downregulation
ENSG00000158169	downregulation	NA	NA	NA	downregulation
ENSG00000158186	upregulation	NA	NA	NA	upregulation
ENSG00000158195	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000158234	downregulation	NA	NA	NA	downregulation
ENSG00000158270	upregulation	NA	NA	NA	upregulation
ENSG00000158292	peaking	H006	NA	NA	peaking
ENSG00000158321	downregulation	NA	NA	NA	downregulation
ENSG00000158373	bending	H018	NA	NA	bending
ENSG00000158402	downregulation	NA	NA	NA	downregulation
ENSG00000158411	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000158417	variable	variable	cluster_1	downregulation	downregulation
ENSG00000158427	downregulation	NA	NA	NA	downregulation
ENSG00000158435	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000158457	variable	variable	cluster_2	upregulation	upregulation
ENSG00000158470	peaking	H006	NA	NA	peaking
ENSG00000158473	peaking	H036	NA	NA	peaking
ENSG00000158480	variable	variable	cluster_1	downregulation	downregulation
ENSG00000158497	downregulation	NA	NA	NA	downregulation
ENSG00000158517	upregulation	NA	NA	NA	upregulation
ENSG00000158526	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000158545	variable	variable	cluster_1	downregulation	downregulation
ENSG00000158552	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000158555	variable	variable	cluster_2	upregulation	upregulation
ENSG00000158604	high_expression	flat	cluster_3	bending	bending
ENSG00000158710	variable	variable	cluster_1	downregulation	downregulation
ENSG00000158711	variable	variable	cluster_1	downregulation	downregulation
ENSG00000158714	upregulation	NA	NA	NA	upregulation
ENSG00000158715	variable	variable	cluster_1	downregulation	downregulation
ENSG00000158717	upregulation	NA	NA	NA	upregulation
ENSG00000158769	upregulation	NA	NA	NA	upregulation
ENSG00000158793	variable	variable	cluster_2	upregulation	upregulation
ENSG00000158828	upregulation	NA	NA	NA	upregulation
ENSG00000158863	variable	variable	cluster_2	upregulation	upregulation
ENSG00000158864	variable	variable	cluster_2	upregulation	upregulation
ENSG00000158869	upregulation	NA	NA	NA	upregulation
ENSG00000158882	variable	variable	cluster_2	upregulation	upregulation
ENSG00000158887	peaking	H012	NA	NA	peaking
ENSG00000158941	downregulation	NA	NA	NA	downregulation
ENSG00000158966	downregulation	NA	NA	NA	downregulation
ENSG00000158987	variable	variable	cluster_1	downregulation	downregulation
ENSG00000159023	variable	variable	cluster_1	downregulation	downregulation
ENSG00000159055	downregulation	NA	NA	NA	downregulation
ENSG00000159063	variable	variable	cluster_1	downregulation	downregulation
ENSG00000159079	downregulation	NA	NA	NA	downregulation
ENSG00000159082	variable	variable	cluster_3	bending	bending
ENSG00000159086	variable	variable	cluster_1	downregulation	downregulation
ENSG00000159110	upregulation	NA	NA	NA	upregulation
ENSG00000159128	upregulation	NA	NA	NA	upregulation
ENSG00000159131	downregulation	NA	NA	NA	downregulation
ENSG00000159147	variable	variable	cluster_1	downregulation	downregulation
ENSG00000159164	downregulation	NA	NA	NA	downregulation
ENSG00000159176	variable	variable	cluster_2	upregulation	upregulation
ENSG00000159189	upregulation	NA	NA	NA	upregulation
ENSG00000159199	variable	variable	cluster_1	downregulation	downregulation
ENSG00000159202	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000159210	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000159214	variable	variable	cluster_3	bending	bending
ENSG00000159228	variable	variable	cluster_3	bending	bending
ENSG00000159256	upregulation	NA	NA	NA	upregulation
ENSG00000159259	downregulation	NA	NA	NA	downregulation
ENSG00000159267	moderate_expression	flat	cluster_2	upregulation	upregulation
ENSG00000159322	upregulation	NA	NA	NA	upregulation
ENSG00000159335	upregulation	NA	NA	NA	upregulation
ENSG00000159346	upregulation	NA	NA	NA	upregulation
ENSG00000159348	upregulation	NA	NA	NA	upregulation
ENSG00000159352	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000159374	upregulation	NA	NA	NA	upregulation
ENSG00000159377	variable	variable	cluster_1	downregulation	downregulation
ENSG00000159399	variable	variable	cluster_3	bending	bending
ENSG00000159433	variable	variable	cluster_1	downregulation	downregulation
ENSG00000159461	high_expression	flat	cluster_3	bending	bending
ENSG00000159479	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000159496	variable	variable	cluster_1	downregulation	downregulation
ENSG00000159579	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000159593	downregulation	NA	NA	NA	downregulation
ENSG00000159618	peaking	H036	NA	NA	peaking
ENSG00000159640	upregulation	NA	NA	NA	upregulation
ENSG00000159658	upregulation	NA	NA	NA	upregulation
ENSG00000159674	peaking	H036	NA	NA	peaking
ENSG00000159685	variable	variable	cluster_3	bending	bending
ENSG00000159692	variable	variable	cluster_1	downregulation	downregulation
ENSG00000159720	upregulation	NA	NA	NA	upregulation
ENSG00000159723	peaking	H036	NA	NA	peaking
ENSG00000159733	upregulation	NA	NA	NA	upregulation
ENSG00000159753	downregulation	NA	NA	NA	downregulation
ENSG00000159761	variable	variable	cluster_3	bending	bending
ENSG00000159763	upregulation	NA	NA	NA	upregulation
ENSG00000159788	variable	variable	cluster_1	downregulation	downregulation
ENSG00000159792	moderate_expression	flat	cluster_2	upregulation	upregulation
ENSG00000159840	upregulation	NA	NA	NA	upregulation
ENSG00000159842	upregulation	NA	NA	NA	upregulation
ENSG00000159873	variable	variable	cluster_1	downregulation	downregulation
ENSG00000159884	variable	variable	cluster_3	bending	bending
ENSG00000159917	variable	variable	cluster_3	bending	bending
ENSG00000159921	variable	variable	cluster_1	downregulation	downregulation
ENSG00000159958	downregulation	NA	NA	NA	downregulation
ENSG00000160013	bending	H006	NA	NA	bending
ENSG00000160049	variable	variable	cluster_1	downregulation	downregulation
ENSG00000160050	downregulation	NA	NA	NA	downregulation
ENSG00000160055	variable	variable	cluster_3	bending	bending
ENSG00000160058	high_expression	flat	cluster_3	bending	bending
ENSG00000160072	peaking	H006	NA	NA	peaking
ENSG00000160087	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000160094	variable	variable	cluster_3	bending	bending
ENSG00000160111	variable	variable	cluster_2	upregulation	upregulation
ENSG00000160117	downregulation	NA	NA	NA	downregulation
ENSG00000160124	downregulation	NA	NA	NA	downregulation
ENSG00000160131	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000160179	variable	variable	cluster_3	bending	bending
ENSG00000160190	variable	variable	cluster_1	downregulation	downregulation
ENSG00000160193	downregulation	NA	NA	NA	downregulation
ENSG00000160194	variable	variable	cluster_2	upregulation	upregulation
ENSG00000160199	variable	variable	cluster_1	downregulation	downregulation
ENSG00000160201	variable	variable	cluster_1	downregulation	downregulation
ENSG00000160208	downregulation	NA	NA	NA	downregulation
ENSG00000160209	upregulation	NA	NA	NA	upregulation
ENSG00000160211	variable	variable	cluster_2	upregulation	upregulation
ENSG00000160213	upregulation	NA	NA	NA	upregulation
ENSG00000160214	peaking	H006	NA	NA	peaking
ENSG00000160216	upregulation	NA	NA	NA	upregulation
ENSG00000160218	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000160219	upregulation	NA	NA	NA	upregulation
ENSG00000160221	variable	variable	cluster_2	upregulation	upregulation
ENSG00000160223	bending	H024	NA	NA	bending
ENSG00000160229	variable	variable	cluster_1	downregulation	downregulation
ENSG00000160255	upregulation	NA	NA	NA	upregulation
ENSG00000160256	variable	variable	cluster_1	downregulation	downregulation
ENSG00000160271	high_expression	flat	cluster_3	bending	bending
ENSG00000160285	upregulation	NA	NA	NA	upregulation
ENSG00000160298	variable	variable	cluster_1	downregulation	downregulation
ENSG00000160299	downregulation	NA	NA	NA	downregulation
ENSG00000160305	variable	variable	cluster_3	bending	bending
ENSG00000160310	upregulation	NA	NA	NA	upregulation
ENSG00000160318	peaking	H012	NA	NA	peaking
ENSG00000160326	peaking	H072	NA	NA	peaking
ENSG00000160336	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000160352	variable	variable	cluster_1	downregulation	downregulation
ENSG00000160360	downregulation	NA	NA	NA	downregulation
ENSG00000160439	downregulation	NA	NA	NA	downregulation
ENSG00000160445	variable	variable	cluster_2	upregulation	upregulation
ENSG00000160446	upregulation	NA	NA	NA	upregulation
ENSG00000160447	downregulation	NA	NA	NA	downregulation
ENSG00000160469	downregulation	NA	NA	NA	downregulation
ENSG00000160551	variable	variable	cluster_3	bending	bending
ENSG00000160563	variable	variable	cluster_1	downregulation	downregulation
ENSG00000160570	variable	variable	cluster_2	upregulation	upregulation
ENSG00000160584	variable	variable	cluster_2	upregulation	upregulation
ENSG00000160588	variable	variable	cluster_3	bending	bending
ENSG00000160593	upregulation	NA	NA	NA	upregulation
ENSG00000160613	high_expression	flat	cluster_2	upregulation	upregulation
ENSG00000160633	variable	variable	cluster_1	downregulation	downregulation
ENSG00000160678	upregulation	NA	NA	NA	upregulation
ENSG00000160679	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000160685	variable	variable	cluster_2	upregulation	upregulation
ENSG00000160688	variable	variable	cluster_1	downregulation	downregulation
ENSG00000160691	variable	variable	cluster_2	upregulation	upregulation
ENSG00000160695	upregulation	NA	NA	NA	upregulation
ENSG00000160703	variable	variable	cluster_2	upregulation	upregulation
ENSG00000160710	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000160741	high_expression	flat	cluster_3	bending	bending
ENSG00000160746	variable	variable	cluster_2	upregulation	upregulation
ENSG00000160752	variable	variable	cluster_1	downregulation	downregulation
ENSG00000160781	variable	variable	cluster_1	downregulation	downregulation
ENSG00000160783	variable	variable	cluster_1	downregulation	downregulation
ENSG00000160789	variable	variable	cluster_3	bending	bending
ENSG00000160791	upregulation	NA	NA	NA	upregulation
ENSG00000160799	variable	variable	cluster_1	downregulation	downregulation
ENSG00000160803	variable	variable	cluster_1	downregulation	downregulation
ENSG00000160818	variable	variable	cluster_1	downregulation	downregulation
ENSG00000160883	upregulation	NA	NA	NA	upregulation
ENSG00000160888	peaking	H003	NA	NA	peaking
ENSG00000160908	high_expression	flat	cluster_3	bending	bending
ENSG00000160917	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000160948	variable	variable	cluster_2	upregulation	upregulation
ENSG00000160949	variable	variable	cluster_1	downregulation	downregulation
ENSG00000160953	variable	variable	cluster_1	downregulation	downregulation
ENSG00000160957	downregulation	NA	NA	NA	downregulation
ENSG00000160999	peaking	H072	NA	NA	peaking
ENSG00000161010	variable	variable	cluster_3	bending	bending
ENSG00000161011	upregulation	NA	NA	NA	upregulation
ENSG00000161013	variable	variable	cluster_3	bending	bending
ENSG00000161016	high_expression	flat	cluster_3	bending	bending
ENSG00000161021	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000161036	variable	variable	cluster_1	downregulation	downregulation
ENSG00000161133	variable	variable	cluster_1	downregulation	downregulation
ENSG00000161202	high_expression	flat	cluster_1	downregulation	downregulation
ENSG00000161203	upregulation	NA	NA	NA	upregulation
ENSG00000161217	variable	variable	cluster_3	bending	bending
ENSG00000161265	upregulation	NA	NA	NA	upregulation
ENSG00000161267	variable	variable	cluster_1	downregulation	downregulation
ENSG00000161298	variable	variable	cluster_3	bending	bending
ENSG00000161395	variable	variable	cluster_3	bending	bending
ENSG00000161533	variable	variable	cluster_2	upregulation	upregulation
ENSG00000161542	high_expression	flat	cluster_3	bending	bending
ENSG00000161547	downregulation	NA	NA	NA	downregulation
ENSG00000161551	variable	variable	cluster_1	downregulation	downregulation
ENSG00000161642	upregulation	NA	NA	NA	upregulation
ENSG00000161647	variable	variable	cluster_2	upregulation	upregulation
ENSG00000161654	downregulation	NA	NA	NA	downregulation
ENSG00000161677	upregulation	NA	NA	NA	upregulation
ENSG00000161681	downregulation	NA	NA	NA	downregulation
ENSG00000161692	downregulation	NA	NA	NA	downregulation
ENSG00000161714	peaking	H012	NA	NA	peaking
ENSG00000161800	downregulation	NA	NA	NA	downregulation
ENSG00000161847	peaking	H006	NA	NA	peaking
ENSG00000161888	downregulation	NA	NA	NA	downregulation
