H000	H003	H006	H009	H012	H018	H024	H036	H048	H072	H120	H168	tHMM_pf
Peak1210121	2	2	2	2	2	2	2	2	2	1	1	1	7
Peak1210122	2	2	2	2	2	2	2	2	2	2	1	1	7
Peak1210137	4	2	2	2	2	2	2	2	2	2	2	2	4
Peak1210138	4	2	2	2	2	2	2	2	2	2	2	2	4
Peak121015	4	4	4	4	4	5	5	5	5	5	4	4	6
Peak1210153	1	1	1	1	2	2	2	2	2	2	2	2	4
Peak121016	4	4	4	5	5	5	5	5	5	5	4	4	6
Peak1210184	4	4	4	4	4	4	2	2	2	2	2	2	4
Peak1210185	4	4	4	4	4	4	2	2	2	2	2	2	4
Peak1210221	1	1	1	1	1	1	1	1	1	2	2	2	5
Peak1210222	1	1	1	1	1	1	1	1	1	2	2	2	5
Peak1210238	1	1	1	1	1	1	1	2	2	2	2	2	5
Peak121041	6	5	5	5	5	5	5	5	5	5	5	5	6
Peak1210465	1	1	1	1	2	2	2	2	2	2	2	2	4
Peak1210466	1	1	2	1	2	2	2	2	2	2	2	2	4
Peak1210467	1	1	1	1	2	2	2	2	2	2	2	2	4
Peak1210500	4	5	5	5	4	4	4	4	2	2	2	2	3
Peak1210501	5	5	5	5	4	4	4	4	4	2	2	2	3
Peak1210502	5	5	5	5	4	4	4	4	4	2	2	2	3
Peak1210530	2	2	2	2	2	2	1	1	1	1	1	1	7
Peak1210535	1	1	1	1	1	1	1	2	2	2	4	4	1
Peak1210616	1	2	1	1	1	1	1	1	1	1	1	1	5
Peak1210825	1	1	1	1	1	1	1	1	1	1	2	2	5
Peak1210826	1	1	1	1	1	1	1	1	1	1	2	2	5
Peak1210904	2	2	2	2	2	2	2	2	2	2	1	1	7
Peak1210906	1	1	1	1	1	1	1	1	1	1	2	2	5
Peak1210909	1	1	1	1	1	1	1	1	2	2	4	4	5
Peak1210913	1	1	1	1	2	2	2	2	2	2	4	4	1
Peak1210914	1	1	1	1	2	2	2	2	2	2	4	4	1
Peak1210915	1	1	1	1	2	2	2	2	2	2	4	4	1
Peak1210930	2	2	2	1	1	1	1	1	1	1	1	1	5
Peak1210931	2	2	2	2	2	2	2	1	1	1	1	1	7
Peak1210977	2	2	2	2	2	2	2	1	1	1	1	1	7
Peak1211027	2	2	2	2	2	2	2	2	2	1	1	1	7
Peak1211158	1	1	1	1	1	2	2	1	1	1	1	2	5
Peak1211222	1	1	1	1	1	1	1	1	1	1	1	2	5
Peak1211223	1	1	1	1	1	1	1	1	1	1	1	2	5
Peak1211253	2	4	2	2	2	2	2	2	2	1	1	2	7
Peak1211296	1	1	1	1	1	1	1	1	2	2	4	4	5
Peak1211297	1	1	1	1	1	1	1	1	1	2	2	2	5
Peak1211314	1	1	1	1	1	2	2	2	2	4	4	2	1
Peak1211328	2	4	4	4	4	4	4	4	4	5	4	4	3
Peak1211329	4	4	4	4	4	4	4	4	5	5	4	4	3
Peak1211330	2	4	4	4	4	4	4	4	4	4	4	4	3
Peak1211472	2	2	1	1	2	2	2	1	1	1	2	2	5
Peak1211477	1	1	1	1	1	1	1	1	1	2	4	2	5
Peak1211629	3	3	3	3	3	3	3	3	3	3	3	2	3
Peak1211630	3	3	3	3	3	3	3	3	3	3	4	2	3
Peak1211659	1	1	1	1	1	1	1	1	1	1	1	2	5
Peak1211698	2	2	2	2	2	2	2	2	2	2	1	1	7
Peak1211701	1	1	1	1	1	1	2	2	2	4	4	4	1
Peak1211702	1	1	1	1	1	1	2	2	2	4	4	4	1
Peak1211788	1	2	2	2	2	2	2	2	2	2	2	2	7
Peak1211789	1	2	2	2	2	2	2	2	2	2	2	2	7
Peak1211853	1	1	1	1	1	1	1	1	1	1	2	2	5
Peak1211923	1	1	1	1	1	1	1	1	1	2	4	4	5
Peak1211984	5	5	5	4	4	4	4	4	4	4	4	2	3
Peak1211985	5	5	4	4	4	4	4	4	4	4	4	2	3
Peak1211986	4	5	4	4	4	4	4	4	4	4	4	2	3
Peak1212	6	3	6	6	6	6	6	6	6	6	6	6	3
Peak1212040	1	2	2	2	2	2	2	2	2	2	2	2	4
Peak1212041	1	2	2	2	2	2	2	2	2	2	2	2	7
Peak1212052	1	1	1	1	1	1	1	1	1	2	2	2	5
Peak1212080	3	3	3	3	3	3	3	3	3	6	6	6	1
Peak1212081	3	3	3	3	3	3	3	3	3	3	6	6	7
Peak1212144	4	4	4	4	4	4	4	2	2	2	2	1	4
Peak1212147	4	4	4	4	4	4	4	2	2	2	2	2	4
Peak1212150	4	4	4	4	2	2	2	2	2	2	2	2	4
Peak1212151	4	4	4	4	4	4	4	4	2	2	2	2	3
Peak1212178	1	2	4	4	2	1	2	1	1	1	1	1	7
Peak1212219	1	1	1	1	1	1	1	1	1	1	1	2	5
Peak1212222	1	1	1	1	1	1	1	1	1	1	2	2	5
Peak1212289	1	1	1	1	1	1	1	2	2	2	2	4	5
Peak1212290	1	1	1	1	1	1	1	2	2	2	2	4	5
Peak1212460	1	1	1	1	1	1	1	1	2	2	2	2	5
Peak1212480	1	1	1	1	1	1	1	1	1	1	1	2	5
Peak121250	3	3	3	3	3	3	3	3	3	5	5	5	6
Peak1212504	4	4	4	2	2	2	2	2	2	2	2	2	4
Peak121251	3	3	3	3	3	3	3	3	3	3	6	6	6
Peak121252	3	3	3	3	3	3	3	3	3	6	6	6	4
Peak121254	3	3	3	3	3	3	6	6	6	6	6	6	4
Peak121255	3	3	3	3	3	3	3	3	6	6	6	6	4
Peak1212558	4	4	4	4	4	4	2	2	2	2	2	1	4
Peak1212559	4	4	4	4	4	4	4	2	2	2	2	2	4
Peak1212612	1	1	1	1	1	2	2	2	4	4	2	2	1
Peak1212613	1	1	1	1	1	2	2	2	4	4	2	2	1
Peak1212657	2	2	2	2	2	2	2	2	2	2	2	1	7
Peak121268	5	4	4	4	4	4	4	4	4	2	2	2	3
Peak1212682	1	1	1	1	1	1	1	1	1	1	1	2	5
Peak1212718	1	1	1	1	1	1	1	1	2	2	2	2	5
Peak121272	3	3	3	3	3	3	5	5	5	5	5	5	6
Peak121273	3	3	3	3	3	3	3	3	5	5	5	5	6
Peak1212732	2	2	2	2	2	2	2	1	1	1	1	1	7
Peak1212733	2	2	2	2	2	2	2	1	1	1	1	1	7
Peak1212734	2	2	2	2	2	2	2	1	1	1	1	1	7
Peak121274	6	6	3	3	3	3	3	3	3	3	3	3	7
Peak1212822	2	2	2	2	2	2	2	1	1	1	1	2	7
Peak1212840	1	1	1	1	1	1	1	1	1	2	2	2	5
Peak1212900	1	1	1	1	1	1	1	1	2	2	2	2	5
Peak1212919	1	1	1	1	1	1	1	1	1	2	2	1	5
Peak1212954	4	5	4	4	4	4	4	4	4	4	4	4	3
Peak1212955	5	5	5	4	4	4	4	4	4	4	4	4	3
Peak1212958	4	4	2	2	2	2	2	2	2	2	2	2	4
Peak1213	6	3	6	6	6	6	6	6	6	6	6	6	2
Peak1213168	2	2	2	2	2	2	2	2	2	2	2	4	7
Peak1213436	1	1	1	1	1	1	2	2	2	2	2	2	5
Peak1213437	1	1	1	1	1	1	2	2	2	2	2	2	5
Peak121352	2	2	2	2	2	4	4	4	4	4	4	4	2
Peak1213595	1	4	4	4	4	4	4	4	4	2	2	2	3
Peak1213600	1	4	5	5	5	5	5	5	5	5	5	4	6
Peak1213616	1	4	4	4	4	4	4	4	5	5	4	4	3
Peak1213617	1	4	4	4	4	4	4	5	5	5	5	4	3
Peak1213623	2	5	5	5	5	5	5	5	5	5	5	5	6
Peak1213624	2	5	5	5	5	5	5	5	5	5	5	5	6
Peak1213652	1	1	2	2	2	2	4	4	5	5	5	5	2
Peak1213653	1	1	1	2	2	4	4	4	5	5	5	5	2
Peak1213665	1	1	1	2	2	2	4	4	4	4	4	4	2
Peak1213666	1	1	1	1	2	2	4	4	4	4	4	4	1
Peak1213691	1	2	2	4	4	5	5	5	5	5	5	5	6
Peak1213692	1	2	2	4	4	5	5	5	5	5	5	5	6
Peak1213750	1	1	1	1	1	1	2	2	2	2	2	2	5
Peak1213779	1	1	2	2	2	4	4	5	5	5	5	4	2
Peak1213780	1	1	2	2	2	4	4	5	5	5	5	5	2
Peak1213818	1	1	1	1	1	2	2	4	4	4	4	4	1
Peak1213819	1	1	1	1	1	2	2	4	4	4	4	4	1
Peak1213924	1	1	1	1	1	1	2	4	5	5	5	4	1
Peak1213947	1	1	2	2	2	2	2	4	4	4	4	2	2
Peak1213948	1	1	1	1	1	1	2	4	4	4	4	2	1
Peak1213954	1	1	1	1	1	1	2	2	2	2	2	2	5
Peak1213955	1	1	1	1	1	1	2	2	2	2	2	2	5
Peak1213990	4	4	4	4	4	4	2	2	2	2	2	2	4
Peak1213991	4	4	4	4	4	4	2	2	2	2	1	2	4
Peak1214007	2	2	2	2	2	2	2	2	2	1	1	1	7
Peak1214008	2	2	2	2	2	2	2	2	2	1	1	1	7
Peak1214039	6	6	6	3	3	3	3	3	3	3	3	3	4
Peak1214040	6	6	6	3	6	6	6	6	6	6	3	3	3
Peak1214041	6	6	6	6	6	6	6	6	3	3	3	3	5
Peak1214044	4	4	4	4	4	4	4	4	4	2	2	2	3
Peak1214045	4	4	4	4	4	4	4	4	4	2	2	2	3
Peak1214082	2	2	2	2	2	2	2	2	4	4	4	4	2
Peak1214083	2	2	2	2	2	2	2	4	4	4	4	4	2
Peak1214267	4	4	4	4	4	4	4	4	4	5	4	4	3
Peak1214268	4	2	2	2	4	4	4	4	4	5	4	4	2
Peak1214277	4	4	4	2	2	2	2	2	2	4	2	2	4
Peak12143	2	2	2	2	2	2	2	2	4	4	4	4	2
Peak1214331	2	2	2	2	2	2	2	2	2	2	2	4	7
Peak1214353	4	4	4	4	4	4	4	4	2	2	2	2	3
Peak1214354	5	4	4	4	4	4	4	4	4	4	4	2	3
Peak1214356	4	4	4	4	4	4	4	4	2	2	2	2	3
Peak1214399	4	4	2	2	2	2	2	2	2	2	2	2	4
Peak12144	2	2	2	2	2	2	2	2	2	4	4	4	7
Peak121443	5	5	5	5	5	5	5	5	5	4	4	2	6
Peak1214435	1	1	1	1	1	2	2	4	4	4	4	4	1
Peak121444	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak121445	5	5	5	5	5	5	5	5	4	4	4	4	6
Peak121446	5	4	4	4	4	4	4	4	4	4	4	4	3
Peak1214523	2	2	2	2	2	2	2	4	4	4	4	4	2
Peak1214527	5	5	5	5	5	5	5	4	4	4	2	2	6
Peak1214528	5	5	5	5	5	5	5	4	4	4	2	2	6
Peak1214529	5	5	5	5	5	5	5	4	4	4	2	2	6
Peak1214530	5	5	5	5	5	5	5	4	4	4	4	4	6
Peak1214623	4	4	4	3	3	3	3	3	3	2	2	2	4
Peak1214624	4	4	4	4	4	4	4	4	4	2	2	2	3
Peak1214703	5	5	5	5	5	5	5	5	5	5	4	4	6
Peak1214704	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak1214705	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak1214706	5	5	5	5	5	5	5	5	5	4	2	2	6
Peak1214729	3	3	3	3	3	3	3	3	3	3	4	2	5
Peak1214808	2	2	2	2	2	2	2	2	2	2	3	3	7
Peak121484	4	4	5	5	5	5	5	5	5	5	5	5	6
Peak1214868	4	4	4	4	4	4	2	2	2	2	2	2	4
Peak1214951	4	4	4	4	4	4	4	4	2	2	2	2	3
Peak1214952	4	4	4	4	4	4	4	4	2	2	2	2	3
Peak1215124	4	4	4	4	4	4	4	4	4	2	3	3	3
Peak1215125	4	4	4	4	4	4	4	4	4	2	2	3	3
Peak1215174	4	4	4	4	4	4	4	2	2	2	3	3	3
Peak1215175	4	4	4	4	4	2	2	2	2	3	3	3	4
Peak1215264	4	4	2	2	2	2	2	2	2	2	2	2	4
Peak1215337	4	4	4	4	4	4	4	4	4	2	3	3	3
Peak1215395	2	2	2	2	2	3	3	3	3	3	3	3	7
Peak1215396	2	2	2	2	2	3	2	2	3	3	3	3	7
Peak1215403	2	3	3	3	3	4	4	2	3	3	3	3	2
Peak1215405	4	4	4	4	4	4	4	4	4	3	3	3	3
Peak1215425	4	4	4	4	4	4	4	3	3	3	3	3	3
Peak1215426	4	4	4	4	4	4	4	4	2	3	3	3	3
Peak1215502	4	4	4	4	4	4	4	2	2	3	3	3	3
Peak1215509	2	2	4	4	4	4	4	2	2	2	3	3	4
Peak1215543	1	1	1	1	1	2	2	2	2	2	2	2	1
Peak1215552	2	2	4	4	4	4	4	4	4	4	2	3	3
Peak1215553	2	2	4	4	4	4	4	4	4	4	2	3	3
Peak1215559	4	4	4	4	5	5	5	5	5	4	4	2	3
Peak1215560	2	4	4	4	4	5	5	5	5	4	2	2	3
Peak1215595	4	4	4	4	4	4	4	4	2	2	2	2	3
Peak1215694	1	1	1	1	1	2	2	2	2	2	2	2	1
Peak1215898	1	1	1	1	2	1	1	1	1	1	2	2	5
Peak12159	4	4	4	4	4	4	4	4	4	2	2	2	3
Peak1216000	4	4	4	4	4	4	4	4	4	4	2	2	3
Peak1216001	4	4	4	4	4	4	4	2	4	4	2	2	3
Peak121606	3	3	3	3	3	3	3	3	3	6	6	6	4
Peak121607	5	5	5	5	5	5	5	5	5	5	6	6	6
Peak1216103	2	2	2	4	4	2	4	4	4	4	4	2	2
Peak1216118	2	2	2	2	2	2	4	4	4	4	4	4	2
Peak1216143	4	2	2	2	2	2	4	4	4	2	2	3	2
Peak1216144	4	4	4	4	4	4	4	4	4	4	2	3	3
Peak1216205	4	4	4	4	4	4	4	4	4	5	4	4	3
Peak1216211	4	4	4	4	4	4	4	4	4	4	4	5	3
Peak1216261	2	2	4	4	4	4	4	4	4	4	4	4	2
Peak1216262	2	2	4	4	4	4	4	4	4	4	2	2	3
Peak1216273	2	2	2	2	4	4	4	5	5	4	4	4	2
Peak1216274	2	2	2	2	4	4	4	5	5	4	4	4	2
Peak1216294	2	2	2	2	2	2	2	4	4	4	5	5	2
Peak1216295	2	2	2	2	2	2	2	4	4	4	5	5	2
Peak1216296	2	2	2	2	2	2	2	2	4	4	5	5	7
Peak121633	3	3	3	3	3	3	3	3	3	6	6	6	3
Peak1216406	4	4	4	4	4	4	4	4	4	2	2	2	3
Peak1216421	6	6	3	3	3	3	3	3	3	3	3	3	1
Peak1216422	3	3	3	5	5	5	5	5	5	3	3	3	6
Peak1216423	5	5	5	5	5	5	5	5	5	3	3	3	6
Peak1216424	5	5	5	5	5	5	5	4	4	4	3	3	6
Peak1216444	5	5	5	5	5	5	5	4	4	4	4	4	6
Peak1216445	5	5	5	5	5	5	5	4	4	4	4	4	6
Peak1216480	5	5	5	5	5	5	5	5	5	4	4	4	6
Peak1216481	5	5	5	4	4	4	4	5	5	5	4	4	6
Peak1216482	5	4	4	4	4	4	4	5	5	5	4	4	6
Peak1216512	2	1	1	1	1	1	1	2	2	2	2	2	5
Peak1216529	1	1	1	1	1	1	1	2	2	2	2	2	5
Peak1216551	4	4	4	4	4	4	4	4	4	4	4	2	3
Peak1216552	4	4	4	4	4	4	4	4	4	4	2	2	3
Peak1216649	4	5	5	5	5	5	5	5	5	5	5	4	6
Peak1216678	2	2	2	2	4	4	4	4	4	4	4	4	2
Peak1216679	2	2	2	2	4	4	4	4	4	4	4	4	2
Peak1216688	4	4	4	4	4	5	5	5	5	5	5	5	3
Peak1216720	2	4	4	4	4	4	4	4	4	4	4	2	3
Peak1216768	3	3	3	3	5	5	5	5	5	6	6	6	6
Peak1216769	3	3	3	3	5	5	5	5	5	6	6	6	6
Peak1216822	3	3	3	3	3	3	3	3	3	6	6	6	6
Peak1216823	3	3	3	3	3	3	3	3	6	6	6	6	4
Peak1216841	4	4	4	4	5	5	5	5	5	5	5	5	6
Peak1216842	4	4	4	4	5	5	5	5	5	5	5	5	6
Peak1216843	4	4	4	4	5	5	5	5	5	5	5	5	6
Peak1216883	2	2	2	2	2	2	2	4	4	4	4	4	2
Peak1216898	5	5	5	5	5	5	5	5	6	6	6	6	6
Peak1216904	4	5	5	5	5	5	5	5	5	5	5	5	6
Peak1216905	4	5	5	5	5	5	5	5	5	5	5	5	6
Peak1216952	3	3	3	3	3	3	6	6	6	6	6	6	2
Peak1217129	4	4	4	2	2	2	2	2	2	1	1	1	7
Peak1217151	3	6	6	6	6	6	6	6	6	6	6	6	5
Peak1217218	1	1	2	2	2	4	4	4	4	5	5	5	2
Peak1217223	1	2	4	4	4	4	4	4	5	5	5	5	3
Peak1217230	1	1	1	2	2	4	4	4	5	5	4	4	2
Peak1217291	2	3	3	3	3	3	3	3	3	3	4	4	2
Peak1217292	2	3	3	3	3	2	3	3	3	3	3	4	2
Peak1217440	5	4	4	4	4	4	4	4	3	3	3	3	3
Peak1217441	5	5	5	5	4	3	3	3	3	3	3	3	6
Peak1217442	5	5	5	3	3	3	3	3	3	3	3	3	6
Peak1217453	4	4	4	4	3	3	3	3	3	3	3	3	4
Peak1217823	5	5	5	5	5	5	5	5	5	6	6	6	6
Peak1217846	3	3	3	3	3	5	5	5	5	5	5	5	6
Peak1217847	6	6	6	6	3	3	3	5	5	5	5	5	6
Peak1217848	3	3	3	3	3	3	3	5	5	5	5	5	6
Peak1217882	6	6	6	6	6	3	6	6	6	6	6	6	3
Peak1217901	3	3	3	3	3	3	3	3	3	6	6	6	2
Peak1217902	3	3	3	3	3	3	3	3	3	6	6	6	1
Peak1217903	3	3	5	5	5	5	5	5	5	5	6	6	6
Peak1217932	5	5	5	5	5	5	5	5	5	5	6	6	6
Peak1217933	5	5	5	5	5	5	5	5	5	6	6	6	6
Peak1217934	5	5	5	5	5	5	5	5	5	5	6	6	6
Peak1217968	5	5	5	3	3	3	3	3	3	3	3	3	6
Peak1218008	1	1	1	1	1	1	1	1	1	2	4	5	5
Peak1218013	2	2	2	2	2	2	4	4	4	5	5	5	2
Peak1218014	2	2	2	2	2	2	2	4	4	5	5	5	2
Peak1218032	1	1	1	1	1	1	1	2	2	2	4	4	1
Peak121804	2	2	2	2	4	4	4	4	4	4	4	4	2
Peak1218065	2	4	4	4	4	4	4	4	4	4	4	4	3
Peak1218105	1	1	1	1	1	1	1	2	2	2	2	2	5
Peak1218153	5	5	5	3	3	3	3	3	3	3	3	3	6
Peak1218154	5	5	5	5	5	5	3	3	3	3	3	3	6
Peak1218195	5	4	4	4	4	4	4	4	4	2	2	2	3
Peak1218196	5	5	5	4	4	4	4	4	4	2	2	2	3
Peak1218292	4	4	2	2	2	2	2	2	2	2	3	3	4
Peak1218293	4	4	4	4	4	4	4	4	4	3	3	3	3
Peak1218294	4	4	4	4	4	4	4	4	4	3	3	3	3
Peak1218422	3	3	3	3	3	3	3	3	3	3	6	6	3
Peak1218423	3	3	3	3	3	3	3	3	3	3	6	6	5
Peak1218424	3	3	3	3	3	3	3	3	3	3	6	6	3
Peak1218425	5	5	5	5	5	5	5	3	5	5	5	5	6
Peak1218466	1	1	1	1	1	2	2	2	2	2	2	2	1
Peak1218516	3	3	3	3	3	3	3	3	3	3	2	2	4
Peak1218552	4	4	4	4	4	4	4	4	4	4	4	2	3
Peak1218553	4	4	4	4	4	4	4	4	4	4	4	2	3
Peak1218633	4	4	4	4	4	4	2	2	2	2	2	2	4
Peak1218753	1	1	1	1	1	1	1	1	1	1	2	2	5
Peak1218974	2	2	2	2	2	2	2	2	2	2	2	1	7
Peak1219276	1	1	1	1	1	1	1	1	1	1	2	2	5
Peak1219320	1	1	1	1	1	1	1	1	2	2	2	2	5
Peak1219321	1	1	1	1	1	1	1	2	2	2	2	2	5
Peak1219322	1	1	1	1	1	1	1	2	2	2	2	2	5
Peak1219323	1	1	1	1	1	1	1	2	2	2	2	2	5
Peak1219374	2	2	2	2	2	2	2	2	2	1	1	1	7
Peak1219623	2	2	2	2	2	2	2	2	2	2	1	1	7
Peak121964	2	2	2	2	2	2	2	2	2	1	1	1	7
Peak1219735	1	2	1	2	2	2	2	2	1	1	1	1	7
Peak1219761	2	4	2	2	2	2	2	2	2	1	1	1	7
Peak1219826	4	2	2	2	2	2	2	2	2	2	2	2	4
Peak1219839	1	1	1	1	1	1	1	1	1	2	2	2	5
Peak1219939	1	1	1	2	2	2	2	2	4	4	2	2	1
Peak1219940	1	1	2	2	2	2	4	4	4	4	4	2	2
Peak1220021	4	4	4	4	4	4	4	2	2	2	2	2	4
Peak1220131	2	2	2	2	2	2	2	2	2	1	1	1	7
Peak1220217	1	1	1	1	1	1	1	1	1	1	2	2	5
Peak1220291	4	4	4	4	4	4	4	4	4	2	2	2	3
Peak1220292	4	4	4	4	4	4	4	4	2	2	2	2	3
Peak1220293	2	4	4	4	4	4	4	4	2	2	1	1	3
Peak1220319	1	1	1	1	1	1	1	1	1	2	2	2	5
Peak1220320	1	1	1	1	1	1	1	1	1	2	2	2	5
Peak122050	2	4	4	4	4	4	4	4	4	2	2	2	3
Peak1220511	2	2	2	2	2	2	2	2	2	1	1	1	7
Peak1220667	3	3	3	3	3	3	3	3	3	6	6	6	6
Peak1220700	2	5	5	5	5	5	5	5	5	4	4	2	6
Peak1220708	1	2	4	4	4	4	5	5	5	4	4	2	3
Peak1220709	1	2	4	4	4	4	5	5	5	4	4	2	3
Peak1220710	1	1	1	2	2	2	2	2	2	2	2	2	4
Peak1220711	1	1	1	2	2	2	2	2	2	2	2	2	4
Peak1220734	1	1	1	1	1	1	1	2	2	4	4	5	1
Peak1220735	1	1	1	1	1	1	1	2	2	4	5	5	1
Peak1220786	1	1	1	1	2	2	2	2	2	2	2	2	1
Peak1220929	1	2	2	2	2	2	2	2	4	4	4	2	2
Peak1220930	1	2	2	2	2	2	2	2	4	4	4	4	2
Peak1220935	4	4	2	2	2	2	2	2	2	2	1	1	7
Peak1220969	1	2	4	4	4	4	4	4	4	4	4	4	3
Peak1220970	1	2	4	4	4	4	4	4	4	4	4	4	3
Peak1221008	2	2	2	2	2	2	2	2	2	4	4	4	7
Peak1221009	2	2	2	2	2	2	2	2	2	4	4	4	7
Peak1221028	4	4	4	4	4	4	4	4	4	2	2	2	3
Peak1221029	4	4	4	4	4	4	4	4	4	2	2	2	3
Peak1221050	1	1	2	2	2	2	2	2	2	2	2	2	4
Peak1221121	1	1	1	1	1	1	1	2	4	4	4	4	1
Peak1221256	4	5	5	5	5	5	5	5	5	5	5	5	6
Peak1221314	1	1	1	1	1	1	1	1	2	1	1	1	5
Peak1221327	2	2	2	2	2	2	4	4	4	4	2	2	2
Peak1221328	2	2	2	2	4	4	4	4	4	4	2	2	2
Peak1221333	3	3	3	3	3	3	3	3	3	2	1	1	7
Peak1221383	2	4	4	4	4	4	4	4	4	2	2	2	3
Peak1221385	4	5	5	5	5	5	5	5	5	4	4	2	6
Peak1221386	4	5	5	5	5	5	5	5	5	4	4	2	6
Peak1221387	4	4	5	5	5	5	5	5	5	4	4	2	6
Peak1221455	2	2	2	2	2	2	2	2	2	2	1	1	7
Peak1221694	2	4	4	4	5	5	5	5	5	5	4	4	6
Peak1221695	2	4	4	4	5	5	5	5	5	5	4	4	6
Peak1221699	1	2	4	4	4	4	5	5	5	4	4	4	3
Peak1221719	4	4	4	4	2	2	2	2	2	2	2	2	4
Peak1221723	4	4	4	2	2	2	2	2	2	2	2	2	4
Peak1221831	2	2	2	2	2	2	2	2	2	4	4	4	7
Peak1221847	2	2	2	2	2	2	2	2	2	1	1	1	7
Peak1221853	4	4	2	2	2	2	2	2	2	2	2	2	4
Peak1221868	1	1	1	1	1	1	1	1	2	4	4	2	5
Peak1221897	1	1	1	1	1	1	1	1	1	2	2	2	5
Peak1221916	1	1	1	1	1	1	2	2	4	4	4	4	1
Peak1221952	2	1	1	2	1	1	1	2	2	2	2	2	5
Peak1221973	1	1	1	1	1	1	1	1	1	2	2	2	5
Peak1221974	1	1	1	1	1	1	1	1	2	2	2	2	5
Peak1222060	6	6	6	6	6	6	3	3	3	3	3	3	7
Peak1222061	6	6	6	6	6	6	3	3	3	3	3	3	4
Peak1222120	4	4	4	4	4	4	4	4	4	4	4	2	3
Peak1222121	4	4	4	4	5	5	5	5	4	4	4	4	3
Peak1222122	4	4	4	4	5	5	5	5	4	4	4	4	3
Peak122220	4	4	4	4	5	5	5	5	4	4	4	4	6
Peak1222265	4	4	4	4	4	4	4	4	4	4	2	2	3
Peak1222280	3	3	6	6	3	3	3	3	3	3	3	3	5
Peak1222281	6	6	6	6	3	6	6	6	3	3	3	3	7
Peak1222282	3	6	6	6	3	6	6	6	3	3	3	3	1
Peak1222347	1	2	2	2	2	2	2	2	4	4	2	2	7
Peak1222348	1	2	2	2	2	2	2	2	4	4	2	2	2
Peak1222349	1	2	2	2	2	2	2	2	4	4	2	2	2
Peak1222480	1	1	1	1	1	1	2	2	2	2	2	2	5
Peak1222481	1	1	2	2	2	2	2	2	4	4	2	2	4
Peak1222614	2	2	2	2	4	4	4	4	4	4	4	4	2
Peak122263	5	4	4	5	5	5	5	5	5	5	5	5	6
Peak1222648	1	1	1	1	1	1	1	2	2	2	2	2	5
Peak1222649	1	1	1	1	1	1	1	2	2	2	2	2	5
Peak1222733	2	2	2	2	2	2	4	4	4	4	4	4	2
Peak1222848	1	1	1	1	1	1	1	1	2	2	2	2	5
Peak1222849	1	1	1	1	1	1	1	1	2	2	2	2	5
Peak1222919	4	5	5	5	5	5	5	5	5	4	4	4	6
Peak1222929	1	2	2	2	2	2	2	2	2	2	2	2	7
Peak1222941	2	2	2	2	4	4	4	2	2	2	1	1	7
Peak1222949	1	1	1	2	2	2	2	1	1	1	1	1	7
Peak1223023	4	4	4	4	4	4	4	4	4	2	2	2	3
Peak1223024	4	4	4	4	4	4	4	4	4	2	2	2	3
Peak1223043	4	5	5	5	5	5	5	5	5	5	4	4	6
Peak1223044	4	5	5	5	5	5	5	5	5	5	4	4	6
Peak1223066	4	4	4	4	4	5	5	5	5	5	5	5	3
Peak1223067	4	4	4	4	4	5	5	5	5	5	4	4	6
Peak1223092	4	5	4	4	4	4	4	4	4	4	4	4	3
Peak1223105	6	6	6	6	6	6	5	5	5	5	5	5	6
Peak1223110	4	5	5	5	5	5	5	5	5	5	4	4	6
Peak1223148	4	4	4	4	4	4	4	4	4	4	4	2	3
Peak1223175	2	4	2	2	2	2	2	2	2	2	2	1	7
Peak1223176	2	4	2	2	2	2	2	2	2	2	1	1	7
Peak1223200	2	4	4	5	5	5	5	5	5	4	4	4	6
Peak1223201	2	5	5	5	5	5	5	5	5	4	4	4	6
Peak1223202	4	5	5	5	5	5	5	5	5	4	4	4	6
Peak1223203	2	5	5	5	5	5	5	5	5	4	4	4	6
Peak1223228	6	6	6	3	6	6	6	3	3	6	6	6	7
Peak1223282	1	1	1	1	1	2	2	2	2	2	2	2	1
Peak1223479	1	1	1	1	1	1	1	1	2	2	4	4	5
Peak1223480	1	1	1	1	1	1	1	1	2	2	2	2	5
Peak1223484	4	4	4	4	4	2	2	2	2	2	2	2	4
Peak1223485	4	4	4	4	4	2	2	2	2	2	2	2	4
Peak1223553	1	1	1	1	1	1	1	1	1	1	2	2	5
Peak1223575	2	4	4	4	5	5	5	5	5	5	4	4	6
Peak1223654	1	1	1	1	1	1	1	2	2	2	4	4	1
Peak1223656	1	1	1	2	2	1	2	2	2	2	2	2	5
Peak1223778	1	1	1	1	1	2	1	2	2	2	2	2	5
Peak1223788	1	1	1	1	1	1	1	1	1	2	2	2	5
Peak1223883	1	1	1	1	2	2	2	2	4	4	2	2	1
Peak1223900	2	2	2	2	4	4	4	4	4	4	4	4	2
Peak1223901	2	2	2	2	4	4	4	4	4	4	4	4	2
Peak1223902	2	2	2	2	2	4	4	4	4	4	2	2	2
Peak1224033	4	4	4	4	2	2	2	2	2	2	2	1	4
Peak1224048	1	1	1	1	1	2	2	2	2	2	2	1	1
Peak1224053	1	1	1	1	1	1	1	1	2	2	2	1	5
Peak1224118	4	4	4	4	4	4	4	4	4	4	4	3	3
